sgRNA	Gene	Control	Vehicle	T8
ID_46692	PRM3	3	1	1
ID_28779	IGF2BP2	2	2	4
ID_73335	KPRP	10	3	3
ID_424	ADRB1	2	0	3
ID_53914	HIATL1	2	2	1
ID_49458	FAT4	3	3	2
ID_14816	PRKAR2B	2	2	1
ID_77041	controlguide600	6	3	3
ID_4605	DDC	3	5	2
ID_14021	PITPNA	3	3	1
ID_34812	FBXL4	5	4	2
ID_20215	WAS	2	2	0
ID_36985	OBP2B	4	1	1
ID_73539	CCDC157	1	0	0
ID_2175	CACNB1	2	1	2
ID_69260	HMX3	6	6	2
ID_17041	CXCL6	6	3	4
ID_49985	SHCBP1	3	2	1
ID_26034	SPOCK2	5	3	2
ID_21763	HIST1H4B	3	4	3
ID_20326	XBP1	3	0	1
ID_66711	TMEM196	3	3	2
ID_67573	UBALD2	4	5	4
ID_18111	SPRR2B	4	3	2
ID_60735	FOXR2	5	4	2
ID_12443	NEK1	5	4	2
ID_76542	controlguide101	5	6	4
ID_7304	GNA15	1	1	3
ID_37022	FSCN3	2	3	3
ID_4399	CYP3A4	2	2	1
ID_26279	TOX4	4	3	2
ID_51616	DCSTAMP	2	2	2
ID_33453	STX12	2	3	7
ID_52278	CCM2	5	1	1
ID_59948	CD200R1	1	1	0
ID_45181	SALL4	2	0	1
ID_19033	TFDP1	3	1	0
ID_50490	WDR76	3	0	2
ID_73112	LRRC24	3	1	0
ID_32340	KIAA1107	2	0	1
ID_63112	LCN6	2	0	1
ID_35998	HPGDS	3	3	5
ID_62550	PPM1L	2	2	0
ID_8540	HMX2	2	1	1
ID_41719	UBR7	4	1	5
ID_5919	EYA1	2	2	5
ID_7479	GPLD1	3	2	3
ID_2767	ADGRE5	2	0	1
ID_24848	QKI	3	3	2
ID_63338	C12orf50	4	0	3
ID_11001	MAGEA2	3	1	5
ID_2714	CD48	8	4	2
ID_51456	EGFL8	4	1	1
ID_24310	RPS6KA5	2	0	0
ID_65764	GSTA5	3	1	1
ID_48519	PLEKHA3	4	1	2
ID_51547	OR4A16	5	4	2
ID_1520	AUP1	3	0	0
ID_12275	NDUFA3	4	0	0
ID_41951	RCBTB1	3	1	1
ID_14584	PPP1R3A	2	0	1
ID_1010	FASLG	3	0	1
ID_60525	AGPAT6	1	1	0
ID_77254	controlguide813	2	7	0
ID_39655	GPR87	3	5	3
ID_52624	SPATA9	4	3	2
ID_8935	HSPA2	2	0	3
ID_42869	G2E3	2	0	0
ID_31583	ZHX3	3	2	1
ID_47689	GREM2	1	3	1
ID_11459	MGP	3	3	1
ID_54771	KRTAP4-2	3	1	2
ID_5536	ELN	1	1	1
ID_50664	PGAP1	2	0	4
ID_77243	controlguide802	9	2	2
ID_32237	OTUD3	2	1	1
ID_42518	STRADB	4	6	3
ID_14696	PPT1	1	1	0
ID_29962	CPSF6	2	0	1
ID_38148	CLDN18	1	3	2
ID_66536	MORN5	3	5	1
ID_1913	KLF5	3	0	0
ID_47353	SMOC2	1	0	0
ID_19722	TUBA3C	1	2	1
ID_51905	RNF170	6	3	2
ID_31099	ANKRD6	2	3	1
ID_13990	PIK3R1	3	2	2
ID_31945	SLC35D1	2	0	0
ID_69031	CCDC39	8	7	0
ID_53415	NUDT22	2	5	1
ID_69134	ABCB5	2	2	4
ID_9364	IHH	3	5	2
ID_47154	ZNF335	2	1	3
ID_18911	TCTA	1	1	1
ID_67126	IFNL3	1	0	1
ID_43000	SLC30A6	4	0	5
ID_63537	SLC16A11	2	1	1
ID_57155	CYGB	7	1	1
ID_62770	TMEM167A	3	1	0
ID_43372	ZNF415	2	1	1
ID_66162	DEFB121	6	3	2
ID_55085	C6orf7	2	3	1
ID_51688	FAM117A	2	2	1
ID_43291	ZNF701	4	3	5
ID_62703	FAM218A	3	2	0
ID_58252	PIH1D2	1	0	1
ID_5633	EPB42	2	1	1
ID_2867	CDH10	3	1	1
ID_31005	LMTK2	4	2	2
ID_42265	GIMAP4	3	3	6
ID_76063	GIMAP1-GIMAP5	3	1	1
ID_48342	MRPL9	3	1	1
ID_28445	PRDX4	4	4	1
ID_32039	FAM120A	3	4	2
ID_46535	ENOPH1	2	1	1
ID_23800	PRY	2	1	3
ID_10230	KLRC2	5	4	2
ID_69827	OR13H1	1	1	1
ID_16438	RPL37A	1	0	0
ID_4318	CYC1	5	0	1
ID_4376	CYP2C9	1	1	5
ID_51511	OR11H1	2	2	1
ID_15624	PZP	3	1	2
ID_38195	CRIM1	2	0	2
ID_65980	FBXL13	4	5	2
ID_15340	PTGER4	3	0	2
ID_18992	TERT	1	1	1
ID_49888	KATNBL1	4	2	4
ID_46786	TRPV4	8	2	0
ID_69593	FOXI3	3	3	0
ID_33770	VAX2	4	2	2
ID_76705	controlguide264	9	12	19
ID_45968	PDZD4	2	0	0
ID_11563	MLLT4	1	2	1
ID_14830	PRKCE	3	1	3
ID_22581	DYNLL1	1	0	0
ID_73073	FAM26F	3	3	5
ID_61754	TMEM99	3	0	1
ID_46474	SLC4A5	1	1	3
ID_69872	TUBB2B	1	1	2
ID_12192	NAP1L1	4	4	3
ID_11556	AFF1	3	1	0
ID_54850	STRIP1	2	1	0
ID_26235	TRIL	4	2	0
ID_45225	ANKRD50	2	1	2
ID_57062	FAM83F	3	1	0
ID_3249	CHRNB3	3	1	0
ID_66736	NUDT14	4	3	1
ID_14958	PRKX	2	1	4
ID_62047	NBPF4	4	2	3
ID_63830	C1QL2	1	0	1
ID_45850	ARRDC3	3	3	2
ID_13302	REG3A	2	4	0
ID_12450	NEK3	6	3	3
ID_61816	SMIM17	3	2	2
ID_7660	GPT	1	1	2
ID_25463	SH3PXD2A	2	0	3
ID_36780	C18orf8	2	1	1
ID_61124	ACSM6	2	1	0
ID_22507	RTCA	2	1	2
ID_14533	PPIC	1	1	0
ID_39427	HIGD1B	3	0	1
ID_5018	DPYSL3	2	0	1
ID_64364	ZNF367	3	1	0
ID_4278	CTSW	4	1	1
ID_16199	RNF2	4	0	0
ID_67528	PGP	2	1	0
ID_32541	KHNYN	4	6	2
ID_70112	TAS2R42	3	1	4
ID_13546	PDE6H	3	0	5
ID_74955	FAM231A	2	1	1
ID_4723	TIMM8A	1	1	2
ID_57694	ZMYND19	1	0	3
ID_76170	ZNF664-FAM101A	2	0	0
ID_35982	APEX2	1	1	1
ID_7323	GNAO1	2	1	1
ID_51561	OR2AE1	4	0	0
ID_27244	DHRS9	4	1	5
ID_54882	DNAJC14	2	1	1
ID_25501	TTLL4	7	4	6
ID_55132	NAV2	5	5	1
ID_38993	VPS54	2	0	1
ID_49464	CCDC121	5	1	4
ID_24158	HACD1	4	6	5
ID_19203	TIMP1	5	5	3
ID_61725	DHRS13	1	2	0
ID_24801	CDY2A	5	2	6
ID_52342	TEKT1	4	2	0
ID_700	ALPPL2	5	1	3
ID_76722	controlguide281	6	8	6
ID_66284	CDY1B	3	3	4
ID_76706	controlguide265	4	5	4
ID_24615	KL	2	1	2
ID_60420	KLF14	2	0	0
ID_22585	TNKS	4	0	2
ID_1297	ATF1	1	1	1
ID_65081	CCDC107	4	3	1
ID_4765	DIAPH1	2	6	0
ID_4908	DNASE1L2	6	3	4
ID_74971	CCDC175	2	0	0
ID_22345	MADD	4	4	2
ID_66369	RALGAPA1	1	2	1
ID_18461	STXBP3	3	4	1
ID_18276	SSRP1	2	0	3
ID_62520	WDSUB1	3	2	1
ID_11983	MYBPC2	4	1	1
ID_59272	LYPLAL1	2	4	5
ID_49623	ZDHHC14	7	1	1
ID_9110	IRF8	2	1	3
ID_67848	TMEM150B	2	3	1
ID_62664	C3orf30	1	0	2
ID_16689	RXRG	2	1	0
ID_23361	AP1S2	7	3	1
ID_1962	C1QB	4	1	0
ID_70863	VSTM5	2	1	0
ID_8678	HOXB1	1	0	2
ID_21127	MAFK	1	1	1
ID_9061	HTR7	4	1	3
ID_17344	SIAH2	6	4	1
ID_56874	L3HYPDH	2	1	1
ID_43910	PCDHGA11	2	1	2
ID_71417	FAM180A	2	2	2
ID_25109	GOSR1	5	2	3
ID_41259	OXSM	4	0	2
ID_24437	ZNF235	4	1	1
ID_39331	PADI3	4	4	0
ID_66356	MSRB3	1	1	5
ID_61192	C11orf40	4	4	3
ID_18956	TEAD3	3	3	1
ID_24098	HTR3B	2	1	1
ID_28264	CREB3	3	0	3
ID_35462	PKD2L2	6	2	4
ID_29889	LILRA1	3	3	4
ID_19115	TGFBR3	5	3	4
ID_10933	NBR1	4	4	5
ID_8834	AGFG2	2	2	4
ID_15342	PTGFR	3	7	2
ID_16108	RGS7	3	4	5
ID_58646	PLA2G4E	3	3	3
ID_47679	CHST8	2	1	0
ID_66929	ALS2CL	3	7	1
ID_75432	ZNF705B	3	9	3
ID_76469	controlguide28	7	4	2
ID_15992	REG1B	2	2	2
ID_53617	LZTS2	3	2	3
ID_7761	GRIN2B	2	0	1
ID_22851	TNFSF14	1	0	2
ID_23243	ST3GAL5	3	1	0
ID_20065	UTRN	7	2	6
ID_58179	OR51F2	4	0	2
ID_33670	C22orf31	2	1	3
ID_36015	BHLHE22	3	0	2
ID_15289	PSME2	5	4	2
ID_13385	PCCA	4	2	7
ID_660	ALK	1	0	1
ID_56356	SHKBP1	2	1	1
ID_56183	CAPN13	7	3	2
ID_69514	OR2W3	2	8	4
ID_4076	CSNK1E	2	3	2
ID_65872	SYCP2L	1	1	2
ID_14642	PPP2R5A	1	2	3
ID_67772	ZNF283	2	0	2
ID_47665	NXN	3	1	2
ID_6625	FUCA1	1	4	2
ID_39128	TRMT6	1	0	0
ID_33579	BCL2L13	4	2	5
ID_63718	SPRR4	1	3	4
ID_73412	PHOSPHO2	2	0	0
ID_30104	ADAMTS5	3	2	1
ID_62020	BROX	4	2	4
ID_25018	MYOT	7	1	2
ID_45643	KIDINS220	7	1	2
ID_14552	PPM1B	2	4	3
ID_63224	AKAP14	7	3	2
ID_5002	DPT	3	1	3
ID_45250	KIAA1147	3	0	2
ID_18318	SS18	7	2	3
ID_51399	DUSP16	4	5	3
ID_62055	SLC35F3	3	1	1
ID_9681	IRAK1	6	2	2
ID_24212	LARGE	2	3	2
ID_9593	ING2	3	3	0
ID_68972	TFAP2E	2	1	1
ID_6329	FHL1	9	2	0
ID_59652	C22orf39	3	2	1
ID_11961	MXI1	4	5	2
ID_51018	C16orf70	2	0	4
ID_42878	KRBOX4	2	1	0
ID_21259	MLF2	2	1	3
ID_70490	NRROS	3	3	0
ID_14	NAT2	4	2	5
ID_40880	ANKHD1	4	6	7
ID_66372	RALGAPA1	4	4	1
ID_6753	GABRA5	1	2	0
ID_25636	RAPGEF2	1	3	0
ID_41681	FIGN	5	0	0
ID_16894	SCN4A	4	2	7
ID_28191	TIMM44	1	1	0
ID_73867	CBLN3	4	0	0
ID_12001	MYCN	1	0	1
ID_54835	ZCCHC3	3	0	1
ID_15357	PTH	2	2	2
ID_68383	NKAIN3	4	3	2
ID_954	APOB	6	5	2
ID_647	ALDOB	6	1	3
ID_4107	CSPG4	1	1	1
ID_30167	BTN3A2	2	0	2
ID_37465	FOXP3	6	1	2
ID_67455	SLC24A5	7	2	2
ID_65230	OR4C16	5	2	1
ID_47180	ZNF667	2	2	2
ID_4214	CTNNB1	3	0	0
ID_58983	COX6B2	4	0	4
ID_73600	CPLX3	7	5	5
ID_58106	PDZD8	11	3	4
ID_69004	SPOPL	2	0	0
ID_63425	NOP9	4	3	0
ID_1065	TRIM23	3	2	4
ID_28360	DDX17	2	1	0
ID_32984	TTC9	3	2	1
ID_27953	MYL9	4	2	2
ID_42101	WDR41	1	1	1
ID_8900	HSD17B4	1	0	0
ID_17805	SUMO3	1	0	0
ID_606	ALDH2	3	4	2
ID_4687	DEFA4	1	1	2
ID_38267	Mar-02	1	1	3
ID_37439	RNF141	5	2	4
ID_76539	controlguide98	6	14	4
ID_64228	COX7B2	7	3	3
ID_47257	FIGNL1	2	3	1
ID_30205	CLASRP	1	4	0
ID_16765	S100B	4	2	3
ID_49034	PLEKHF1	1	0	0
ID_51045	SCUBE1	4	2	4
ID_27121	CELA3A	3	1	0
ID_5529	ELK4	4	2	0
ID_65060	LGI3	2	5	4
ID_38786	IP6K2	3	1	3
ID_63080	SBSPON	1	5	1
ID_64149	PWWP2B	2	3	3
ID_66464	ZDHHC24	1	1	1
ID_25461	SH3PXD2A	4	2	5
ID_26579	SLC23A2	6	5	6
ID_65507	OR4D11	7	5	3
ID_39169	DYNC2LI1	2	1	1
ID_5619	EPAS1	4	1	0
ID_64676	KRTCAP2	2	1	1
ID_31292	SCAP	2	1	1
ID_239	ACVRL1	2	0	0
ID_45390	AICDA	3	4	12
ID_50477	DENND2D	3	1	5
ID_54176	NAA11	3	4	1
ID_66644	OR52B2	1	1	1
ID_49943	ZNF665	5	2	1
ID_77307	controlguide866	4	2	0
ID_8188	HBA1	3	1	2
ID_65159	AMER3	3	0	4
ID_57346	C1QTNF6	3	2	2
ID_6129	FCER1A	5	0	5
ID_43202	ARFGAP1	2	1	0
ID_35414	DNAI1	5	7	1
ID_1250	ASGR2	2	0	2
ID_17419	SLA	2	1	2
ID_45922	KCNT1	3	2	2
ID_20332	XDH	4	3	0
ID_67254	PGM2L1	1	2	1
ID_4454	CYP27A1	4	2	1
ID_71836	OR4F15	3	1	3
ID_35871	NFU1	1	0	2
ID_30343	FSTL1	3	2	4
ID_62841	RNF145	3	0	1
ID_39204	TMBIM4	3	1	3
ID_39483	MYOZ2	8	6	3
ID_68334	LSMEM1	2	0	1
ID_20841	ZNF217	1	0	0
ID_48584	C11orf95	5	0	1
ID_6853	GALNT3	1	1	2
ID_26329	SNAP91	3	13	6
ID_31677	PPRC1	2	0	0
ID_5030	DRD1	2	0	0
ID_1644	BCL2L1	2	0	0
ID_55279	FAM181A	1	0	0
ID_20013	UPK3A	1	3	3
ID_18359	STAT5A	2	2	1
ID_77005	controlguide564	6	10	8
ID_12862	NRTN	4	0	2
ID_62560	LRRC34	2	5	3
ID_30993	CPEB3	1	0	2
ID_72373	C4orf3	3	1	0
ID_195	ACTG1	2	0	0
ID_44738	ATXN7L3	1	0	2
ID_40952	MKS1	5	1	2
ID_13425	PCM1	3	2	0
ID_27777	CNPY2	2	1	2
ID_21159	TUSC3	6	3	2
ID_52869	C3orf20	4	2	4
ID_60507	TMEM71	7	0	2
ID_28743	RASL10A	2	2	3
ID_60777	KRTAP13-1	7	2	4
ID_31526	DOPEY1	2	2	2
ID_20942	LAPTM5	5	2	4
ID_75909	DCDC5	2	3	2
ID_31522	USP33	1	5	2
ID_26673	DGCR2	3	3	5
ID_28917	PNMA2	3	0	4
ID_38263	TBC1D7	2	1	0
ID_68598	UBAC2	3	3	1
ID_3495	CNGA2	1	1	1
ID_18444	STX3	6	9	0
ID_10564	LDHC	2	2	0
ID_18930	TDG	3	3	0
ID_17120	SEL1L	3	1	2
ID_40214	RNF186	2	1	2
ID_41502	FEZF2	1	0	0
ID_35345	ZNF285	3	7	7
ID_38117	CPA4	3	5	0
ID_10006	KCNE1	3	0	3
ID_4465	DAB1	5	1	0
ID_21433	GTPBP6	4	0	2
ID_66832	HEATR9	1	3	0
ID_9791	ITGAV	3	2	0
ID_39226	MRPS33	5	3	2
ID_77247	controlguide806	3	6	5
ID_1156	RHOH	3	3	5
ID_69771	KLRG2	5	3	1
ID_54678	FAM83A	4	1	0
ID_42121	TMEM143	2	0	2
ID_37742	CRYL1	2	0	1
ID_30542	SEC63	6	0	1
ID_39613	S1PR5	6	3	0
ID_49998	VASH2	5	2	3
ID_75449	KRTAP4-7	1	0	2
ID_2314	CAPZA2	3	4	3
ID_33238	DDX58	5	5	2
ID_7810	GRM7	2	1	1
ID_24488	HMGN3	5	6	4
ID_8286	NCKAP1L	1	1	0
ID_76512	controlguide71	5	0	1
ID_49326	CORO7	2	3	5
ID_66758	EML3	4	6	3
ID_25690	PCDHGA8	1	1	4
ID_14544	PPL	2	0	0
ID_42223	PPP6R3	2	3	1
ID_17302	SHBG	2	3	3
ID_4805	DLG2	3	3	2
ID_72148	TRIM49D1	1	0	0
ID_11731	MPZ	4	3	1
ID_66592	LRRC57	4	2	7
ID_60873	C20orf96	1	3	0
ID_10519	LBP	4	0	2
ID_72623	OR6C65	4	10	5
ID_33341	RUSC1	8	1	1
ID_67196	OR4C12	2	1	0
ID_24517	TGM5	2	0	1
ID_32351	IQCE	1	2	1
ID_14774	PRKAB2	2	3	0
ID_54589	TNS4	5	4	7
ID_34988	GAPDHS	3	2	4
ID_56359	CENPBD1	2	0	0
ID_14481	POU6F1	3	3	2
ID_31447	RAB21	1	1	1
ID_11647	ALDH6A1	3	2	2
ID_76618	controlguide177	2	1	6
ID_62610	PQLC2L	3	3	0
ID_38982	MTFP1	4	1	1
ID_30578	ZHX1	2	4	3
ID_62573	BTLA	6	2	2
ID_51736	CCDC130	4	1	0
ID_50264	PLBD1	2	2	1
ID_60639	OR1N2	6	5	9
ID_60570	C9orf85	9	8	6
ID_54995	TANC1	2	3	1
ID_70710	MRGPRG	4	1	0
ID_36247	BZW2	2	5	4
ID_59309	ASB17	4	4	1
ID_61568	PRR35	2	1	0
ID_21483	UBL4A	4	3	2
ID_56847	IFT43	2	2	0
ID_28219	UBE2E3	5	2	1
ID_48916	TRAPPC6A	2	2	3
ID_56131	MTSS1L	3	2	1
ID_27635	SMNDC1	3	3	1
ID_39941	ANLN	1	0	0
ID_69307	SMCO2	6	1	3
ID_63294	CFAP58	4	2	0
ID_43711	CMAS	5	5	6
ID_74174	C7orf73	1	0	1
ID_68463	CFAP47	6	3	5
ID_26140	GINS1	1	0	1
ID_54465	ZNF587	3	4	4
ID_51715	ACTL8	2	2	9
ID_62785	PLEKHG4B	4	1	1
ID_71683	OR5B2	3	1	0
ID_66	ABL1	2	2	0
ID_14788	PRKACG	5	7	4
ID_71335	GRXCR1	1	4	2
ID_12449	NEK3	5	1	8
ID_65371	GJD4	4	1	1
ID_2530	CD1A	1	1	2
ID_20690	ZNF141	3	3	5
ID_4999	DPP6	3	6	1
ID_28169	PIBF1	2	0	0
ID_71974	OR2G6	8	6	1
ID_31645	HECW1	2	1	3
ID_28404	SSSCA1	3	3	0
ID_71170	C1orf53	2	2	0
ID_74178	SRGAP2B	2	1	1
ID_70607	TRIM74	5	5	0
ID_46793	SENP2	1	1	1
ID_75363	TMEM194B	5	5	3
ID_10723	PRICKLE3	2	1	0
ID_64380	MPZL3	3	2	1
ID_10260	KIF25	7	3	5
ID_50901	CHD9	7	4	7
ID_41601	PLEKHJ1	2	4	5
ID_567	AK4	2	0	0
ID_47062	PKNOX2	1	1	1
ID_75877	LINC01272	1	0	0
ID_16533	RPS7	2	1	1
ID_51807	TSPAN14	1	0	1
ID_7428	GOLGB1	4	3	2
ID_26399	RABGAP1L	2	4	1
ID_13294	PAM	2	1	1
ID_72457	TOMM5	2	3	3
ID_14188	PLN	3	6	0
ID_29654	SEC61B	2	3	4
ID_62689	SCFD2	3	1	4
ID_56535	TPTE2	2	2	2
ID_63016	ANKRD46	4	0	2
ID_54904	ZIC5	1	3	2
ID_38113	NIN	2	2	1
ID_31578	FNBP1	6	1	3
ID_35304	SH3YL1	4	4	3
ID_60016	IL17RE	3	4	2
ID_61356	C12orf66	2	2	2
ID_3271	CHUK	4	3	5
ID_37540	ISOC1	1	2	1
ID_74730	CCDC169	6	3	1
ID_75558	ARHGEF33	1	0	1
ID_66152	DEFB115	3	2	2
ID_15802	RAP1A	4	4	2
ID_52773	B3GNT5	4	1	1
ID_43581	TEX2	1	1	1
ID_73266	FOXB2	1	0	0
ID_50561	GREB1L	3	6	2
ID_15519	PTPRR	3	3	2
ID_7553	GPR20	4	0	2
ID_3200	CHRM2	6	2	1
ID_14139	PLD1	1	0	1
ID_76880	controlguide439	4	3	4
ID_59629	C20orf144	2	0	3
ID_53655	LCOR	8	4	10
ID_75014	MORN2	2	1	0
ID_62255	IGSF5	1	1	1
ID_53923	PLA2G12B	1	1	0
ID_36022	TOX3	4	2	3
ID_29664	SERINC3	1	0	1
ID_70397	DRAXIN	2	1	0
ID_4427	CYP11B1	1	2	1
ID_69237	LIPM	4	9	5
ID_2186	CACNB4	1	0	1
ID_35347	SEC22A	3	2	2
ID_22934	NAPG	1	0	1
ID_71385	GFRAL	5	0	2
ID_4514	DAPK1	4	1	1
ID_6920	GATA4	2	2	3
ID_68690	KRTAP20-3	4	1	3
ID_65887	VWDE	2	2	2
ID_49004	FKRP	7	2	4
ID_39653	FGFRL1	2	2	2
ID_62765	SLC25A48	1	0	1
ID_10321	KRT5	3	7	4
ID_66237	SPESP1	4	4	5
ID_20484	ZNF12	2	0	7
ID_11551	MLLT1	4	1	2
ID_72197	C15orf54	1	1	3
ID_54871	RGS8	5	3	1
ID_37666	CALHM2	3	0	3
ID_52965	ZNRF3	3	4	2
ID_59289	OR2T34	3	4	1
ID_69517	OR2T8	3	3	1
ID_76501	controlguide60	4	3	3
ID_70791	C10orf113	2	5	3
ID_12648	NNAT	2	1	0
ID_12008	MYD88	2	0	1
ID_69286	MS4A10	2	1	0
ID_61265	TMEM86A	1	1	1
ID_40677	SWT1	3	5	2
ID_3309	CKS1B	2	5	1
ID_68600	UBAC2	2	1	0
ID_21087	ABHD16A	8	2	5
ID_2228	CALD1	7	0	3
ID_65015	C7orf33	3	3	5
ID_38468	FAM198B	1	2	2
ID_20936	PTP4A1	4	0	0
ID_21062	DEK	1	1	3
ID_12695	NONO	3	2	2
ID_16114	RGS12	4	1	1
ID_75441	NBPF10	1	0	0
ID_35716	CHIA	5	1	2
ID_23934	PDLIM1	6	2	4
ID_25028	RPH3AL	2	1	4
ID_39530	CPXCR1	8	2	3
ID_63284	USP54	2	1	3
ID_7549	GPR19	5	2	1
ID_26599	MED13	1	1	0
ID_55317	BTBD6	2	2	4
ID_58896	WDR81	3	2	0
ID_43476	DOK5	4	7	4
ID_57761	GRIN3B	4	2	1
ID_525	APLNR	1	1	1
ID_7353	GNB3	1	2	2
ID_72377	RGS7BP	3	4	3
ID_59698	NMS	2	5	4
ID_52195	NUF2	1	0	0
ID_14264	PMM2	3	2	0
ID_18370	STATH	3	2	0
ID_45306	TTC7A	4	1	0
ID_61389	RDH12	2	3	1
ID_27775	TMEM5	6	2	1
ID_7880	GSTA2	4	2	1
ID_49778	NSUN7	4	3	3
ID_19050	TFF2	3	5	3
ID_74189	ASCL5	3	2	3
ID_14815	PRKAR2B	3	3	2
ID_6923	GATA6	6	4	6
ID_71036	POTEC	3	2	4
ID_43076	MAP7D1	3	2	4
ID_31340	PAXIP1	4	1	0
ID_9586	IDO1	5	8	7
ID_14770	PRKAB1	5	7	8
ID_19713	TTR	5	7	2
ID_11906	MUC1	4	1	4
ID_69702	ACTBL2	3	3	1
ID_33802	CCRN4L	2	2	2
ID_23092	HESX1	3	2	0
ID_51707	CSRNP2	2	0	0
ID_12649	NMB	1	0	1
ID_54368	C1orf198	2	1	0
ID_57534	ALPK2	3	1	1
ID_75896	LOC100506422	5	1	12
ID_2042	VPS51	2	0	0
ID_71993	TRIM61	2	4	2
ID_68117	TCAIM	2	2	1
ID_77371	controlguide930	3	2	1
ID_46399	RAB40C	6	6	2
ID_2485	CCNC	1	0	1
ID_44290	ERO1LB	3	2	2
ID_17722	SLIT3	2	2	0
ID_4383	CYP2D6	5	0	1
ID_76485	controlguide44	3	5	4
ID_14680	PPP3R1	3	4	3
ID_51212	RNF39	2	0	0
ID_25814	IFT140	4	1	3
ID_14417	PON1	6	2	0
ID_76003	ARPC4-TTLL3	2	1	1
ID_41085	DNAJC28	3	0	0
ID_45301	VANGL2	2	3	5
ID_31558	MON2	1	1	2
ID_32688	NCAPH	1	0	0
ID_46072	SH3RF1	3	1	2
ID_48363	REEP1	3	1	1
ID_49484	ARSJ	1	1	4
ID_75022	MEF2BNB	4	2	0
ID_35030	SEZ6L2	3	0	2
ID_2824	CDC34	4	5	3
ID_60170	MROH2B	2	1	0
ID_16895	SCN4A	4	3	2
ID_59551	VSTM2L	4	4	5
ID_25048	ADAMTS2	4	4	0
ID_39555	TM6SF1	3	4	2
ID_16269	RP2	4	1	2
ID_17096	SDHC	2	1	0
ID_2753	CD79A	5	6	6
ID_59930	LYZL4	3	0	1
ID_50486	SCD5	4	3	5
ID_69583	FIGLA	2	5	5
ID_3961	CRYBB2	2	3	3
ID_41489	OXR1	6	10	6
ID_41954	RCBTB1	3	2	1
ID_69032	CCDC39	1	1	0
ID_53274	POLR3GL	2	1	2
ID_14088	PLAG1	2	1	0
ID_11758	MSH3	2	2	1
ID_66517	OR2T6	4	5	5
ID_40983	YTHDF1	2	1	0
ID_882	APBA1	1	2	1
ID_16080	RFX5	3	1	6
ID_29683	ERP29	5	3	3
ID_36723	MYLPF	5	2	2
ID_73546	DNAJC25-GNG10	1	0	1
ID_63794	WBP2NL	3	2	0
ID_63952	NIM1K	2	0	1
ID_24949	ROCK2	2	4	4
ID_15951	RCN1	2	3	0
ID_35768	VPS4A	4	0	0
ID_1379	ATP2B1	3	0	1
ID_15807	RAP1B	1	1	1
ID_55901	SLFN11	2	2	1
ID_50995	PREX2	7	4	5
ID_73681	TRIM64B	2	0	2
ID_67375	KSR2	4	4	1
ID_76507	controlguide66	5	4	3
ID_15652	RAB3B	2	4	2
ID_52649	KRTAP3-1	6	5	3
ID_42163	PGM2	1	4	3
ID_20443	ZIC1	4	1	0
ID_17377	SIM1	1	2	2
ID_60350	SRSF12	1	1	0
ID_12884	NTF4	1	5	2
ID_74821	SLC15A5	4	6	6
ID_23420	SNURF	3	1	3
ID_41402	CDCA4	5	6	3
ID_72700	DUOXA2	2	0	0
ID_35654	CPNE7	3	3	3
ID_67676	C17orf89	3	0	1
ID_52173	PUS3	2	0	1
ID_49915	CCDC82	2	1	1
ID_37596	TVP23B	1	3	0
ID_38485	PHF21A	4	1	1
ID_11453	MGMT	1	3	3
ID_42718	UBE2Q1	6	3	1
ID_26318	ZBED4	8	4	3
ID_65195	DHRSX	4	0	2
ID_59157	CYP4F22	2	0	0
ID_14316	UBL3	3	3	7
ID_14497	PPARG	1	1	1
ID_25011	SLC4A7	2	1	0
ID_63571	ZNF610	3	0	0
ID_40251	EPB41L4B	3	3	2
ID_38796	LCMT1	2	0	0
ID_34761	OR2B6	1	0	2
ID_35763	SIGLEC8	2	1	1
ID_28652	MXD4	3	2	6
ID_30301	PTP4A3	6	3	1
ID_184	ACTA2	1	0	0
ID_63174	ZNF782	4	2	5
ID_56039	RFT1	4	0	0
ID_69371	TMC3	5	0	2
ID_38690	COMMD10	2	2	2
ID_1724	BICD1	5	3	4
ID_10538	LCN2	2	0	1
ID_59578	ZNF831	2	1	0
ID_56378	HNRNPLL	7	4	6
ID_18187	SRF	4	1	0
ID_60537	DCAF4L2	3	0	2
ID_25974	DLGAP5	2	3	1
ID_20343	XPA	1	1	0
ID_15356	PTGIS	3	1	1
ID_8669	HPCA	3	3	1
ID_8255	HCRTR2	2	3	2
ID_62305	C22orf42	3	4	2
ID_21507	USP9Y	6	3	2
ID_42888	SYBU	2	1	0
ID_52893	RAB6C	1	2	2
ID_15464	PTPRB	3	3	1
ID_27504	SLC17A2	3	2	1
ID_65337	ZCCHC24	6	1	6
ID_33694	RASGRP3	3	1	3
ID_39283	ASB2	3	5	3
ID_69519	OR2T8	4	2	1
ID_41543	WDYHV1	1	2	3
ID_44206	BEX4	2	2	2
ID_66384	ASPHD1	1	0	3
ID_44607	GPR108	3	1	0
ID_37360	NSDHL	4	2	1
ID_63711	CITED4	1	3	2
ID_59699	NMS	7	7	3
ID_367	ADM	3	4	1
ID_72039	OR1K1	3	1	1
ID_22977	FBP2	3	4	1
ID_68263	ZNF454	1	4	2
ID_4777	DIO1	6	3	1
ID_56675	SFXN1	7	0	2
ID_32706	FRAT2	2	2	1
ID_35343	ZNF285	4	5	3
