"./T0-Control.fastq.gz" "./T8-APR-246.fastq.gz" "./T8-Vehicle.fastq.gz"
"ID_6679" 1 0 1
"ID_6680" 1 0 1
"ID_6681" 3 1 3
"ID_6682" 2 0 0
"ID_6683" 3 0 2
"ID_6684" 2 2 0
"ID_6685" 1 0 0
"ID_6686" 2 0 1
"ID_6687" 1 2 5
"ID_6688" 1 0 3
"ID_6689" 4 2 4
"ID_6690" 0 0 2
"ID_6691" 0 0 1
"ID_6692" 1 1 1
"ID_6693" 1 2 4
"ID_6694" 2 4 4
"ID_6695" 0 0 0
"ID_6696" 4 4 4
"ID_6697" 1 1 0
"ID_6698" 3 2 1
"ID_6699" 0 3 4
"ID_6700" 1 2 0
"ID_6701" 0 0 0
"ID_6702" 1 0 4
"ID_6703" 1 0 0
"ID_6704" 0 0 2
"ID_6705" 4 8 5
"ID_6706" 5 4 2
"ID_6707" 2 4 7
"ID_6708" 1 4 2
"ID_6709" 6 2 1
"ID_6710" 0 1 1
"ID_6711" 2 1 0
"ID_6712" 2 2 1
"ID_6713" 0 0 0
"ID_6714" 1 0 1
"ID_6715" 0 0 0
"ID_6716" 0 2 0
"ID_6717" 2 0 6
"ID_6718" 1 0 1
"ID_6719" 0 3 2
"ID_6720" 1 0 0
"ID_6721" 1 4 2
"ID_6722" 1 0 0
"ID_6723" 0 1 0
"ID_6724" 0 1 3
"ID_6725" 1 1 0
"ID_6726" 2 2 0
"ID_6727" 0 0 0
"ID_6728" 2 1 2
"ID_6729" 6 5 0
"ID_6730" 1 1 0
"ID_6731" 0 0 0
"ID_6732" 1 0 0
"ID_6733" 1 0 1
"ID_6734" 0 0 0
"ID_6735" 2 0 0
"ID_6736" 1 3 5
"ID_6737" 0 1 0
"ID_6738" 2 4 5
"ID_6739" 2 2 2
"ID_6740" 2 1 0
"ID_6741" 1 3 3
"ID_6742" 2 1 2
"ID_6743" 0 0 0
"ID_6744" 2 0 0
"ID_6745" 5 2 3
"ID_6746" 8 6 4
"ID_6747" 1 0 0
"ID_6748" 5 2 4
"ID_6749" 0 4 5
"ID_6750" 2 4 3
"ID_6751" 1 2 1
"ID_6752" 1 1 1
"ID_6753" 3 1 1
"ID_6754" 7 5 4
"ID_6755" 3 1 1
"ID_6756" 5 6 0
"ID_6757" 1 2 3
"ID_6758" 4 4 2
"ID_6759" 1 3 4
"ID_6760" 2 1 1
"ID_6761" 4 3 11
"ID_6762" 5 6 5
"ID_6763" 5 3 4
"ID_6764" 7 1 11
"ID_6765" 2 2 3
"ID_6766" 0 2 0
"ID_6767" 1 4 2
"ID_6768" 2 4 3
"ID_6769" 6 1 6
"ID_6770" 2 0 1
"ID_6771" 1 0 1
"ID_6772" 2 1 2
"ID_6773" 1 1 2
"ID_6774" 2 2 2
"ID_6775" 5 1 2
"ID_6776" 0 2 3
"ID_6777" 8 5 5
"ID_6778" 0 0 2
"ID_6779" 2 0 3
"ID_6780" 1 1 0
"ID_6781" 7 2 6
"ID_6782" 5 9 3
"ID_6783" 6 4 4
"ID_6784" 7 5 4
"ID_6785" 1 6 3
"ID_6786" 5 5 1
"ID_6787" 1 3 2
"ID_6788" 5 1 4
"ID_6789" 1 4 4
"ID_6790" 0 0 0
"ID_6791" 0 1 0
"ID_6792" 2 0 1
"ID_6793" 0 1 0
"ID_6794" 1 1 0
"ID_6795" 3 0 0
"ID_6796" 0 0 1
"ID_6797" 9 8 12
"ID_6798" 7 7 5
"ID_6799" 5 4 5
"ID_6800" 7 8 5
"ID_6801" 4 0 2
"ID_6802" 3 2 1
"ID_6803" 0 1 0
"ID_6804" 0 0 1
"ID_6805" 1 0 2
"ID_6806" 2 1 3
"ID_6807" 3 4 0
"ID_6808" 2 5 1
"ID_6809" 6 5 2
"ID_6810" 2 3 1
"ID_6811" 2 2 2
"ID_6812" 1 0 1
"ID_6813" 3 1 2
"ID_6814" 1 2 1
"ID_6815" 2 1 0
"ID_6816" 1 0 2
"ID_6817" 1 0 1
"ID_6818" 0 4 0
"ID_6819" 0 1 1
"ID_6820" 1 1 0
"ID_6821" 0 0 0
"ID_6822" 0 0 0
"ID_6823" 2 1 1
"ID_6824" 0 0 1
"ID_6825" 4 5 4
"ID_6826" 1 1 1
"ID_6827" 1 2 1
"ID_6828" 1 1 3
"ID_6829" 4 2 1
"ID_6830" 0 1 2
"ID_6831" 0 4 0
"ID_6832" 1 2 0
"ID_6833" 1 1 0
"ID_6834" 0 0 0
"ID_6835" 1 0 1
"ID_6836" 0 4 0
"ID_6837" 0 0 1
"ID_6838" 0 0 1
"ID_6839" 4 3 2
"ID_6840" 1 3 0
"ID_6841" 2 1 2
"ID_6842" 3 4 4
"ID_6843" 0 2 5
"ID_6844" 1 1 1
"ID_6845" 5 3 3
"ID_6846" 1 1 0
"ID_6847" 5 0 5
"ID_6848" 6 2 2
"ID_6849" 0 1 2
"ID_6850" 0 1 0
"ID_6851" 1 1 1
"ID_6852" 3 2 1
"ID_6853" 1 3 1
"ID_6854" 3 3 3
"ID_6855" 1 0 0
"ID_6856" 2 1 1
"ID_6857" 4 1 2
"ID_6858" 1 1 4
"ID_6859" 0 1 0
"ID_6860" 2 5 1
"ID_6861" 4 0 2
"ID_6862" 5 2 5
"ID_6863" 0 1 0
"ID_6864" 4 0 1
"ID_6865" 3 2 1
"ID_6866" 2 2 3
"ID_6867" 1 1 1
"ID_6868" 2 1 1
"ID_6869" 5 6 1
"ID_6870" 0 1 1
"ID_6871" 1 3 1
"ID_6872" 2 2 0
"ID_6873" 0 0 0
"ID_6874" 0 0 0
"ID_6875" 0 0 0
"ID_6876" 0 0 0
"ID_6877" 13 6 7
"ID_6878" 2 2 1
"ID_6879" 7 6 4
"ID_6880" 6 3 3
"ID_6881" 0 0 0
"ID_6882" 0 0 0
"ID_6883" 1 0 0
"ID_6884" 1 0 0
"ID_6885" 0 1 0
"ID_6886" 1 0 0
"ID_6887" 0 0 0
"ID_6888" 1 0 0
"ID_6889" 5 2 1
"ID_6890" 2 1 1
"ID_6891" 0 2 1
"ID_6892" 6 0 2
"ID_6893" 7 0 6
"ID_6894" 1 9 2
"ID_6895" 4 4 2
"ID_6896" 2 3 4
"ID_6897" 5 0 8
"ID_6898" 6 5 8
"ID_6899" 4 6 4
"ID_6900" 0 0 1
"ID_6901" 1 5 3
"ID_6902" 3 0 3
"ID_6903" 4 1 0
"ID_6904" 3 3 2
"ID_6905" 2 0 0
"ID_6906" 7 4 7
"ID_6907" 2 1 1
"ID_6908" 0 1 0
"ID_6909" 4 5 8
"ID_6910" 2 4 0
"ID_6911" 3 1 2
"ID_6912" 4 0 0
"ID_6913" 7 8 7
"ID_6914" 5 4 5
"ID_6915" 1 1 5
"ID_6916" 4 2 4
"ID_6917" 2 1 1
"ID_6918" 7 4 4
"ID_6919" 3 7 9
"ID_6920" 3 3 2
"ID_6921" 6 2 1
"ID_6922" 3 6 6
"ID_6923" 6 6 4
"ID_6924" 5 3 4
"ID_6925" 3 5 1
"ID_6926" 2 0 1
"ID_6927" 2 1 1
"ID_6928" 3 0 0
"ID_6929" 4 1 5
"ID_6930" 0 1 1
"ID_6931" 5 3 6
"ID_6932" 2 1 3
"ID_6933" 3 0 0
"ID_6934" 0 0 0
"ID_6935" 1 0 1
"ID_6936" 1 2 3
"ID_6937" 6 2 8
"ID_6938" 4 6 3
"ID_6939" 4 3 3
"ID_6940" 3 6 2
"ID_6941" 0 0 1
"ID_6942" 3 1 0
"ID_6943" 1 0 2
"ID_6944" 1 3 1
"ID_6945" 5 0 0
"ID_6946" 3 1 1
"ID_6947" 1 3 2
"ID_6948" 2 2 0
"ID_6949" 6 4 3
"ID_6950" 3 5 6
"ID_6951" 3 6 5
"ID_6952" 0 4 1
"ID_6953" 1 1 3
"ID_6954" 3 2 0
"ID_6955" 2 3 4
"ID_6956" 2 2 2
"ID_6957" 8 4 7
"ID_6958" 6 4 2
"ID_6959" 1 3 1
"ID_6960" 3 2 6
"ID_6961" 2 0 3
"ID_6962" 4 4 2
"ID_6963" 1 0 1
"ID_6964" 1 0 2
"ID_6965" 4 3 0
"ID_6966" 5 1 4
"ID_6967" 4 2 3
"ID_6968" 3 1 0
"ID_6969" 2 6 3
"ID_6970" 2 4 0
"ID_6971" 1 1 1
"ID_6972" 1 1 1
"ID_6973" 0 0 3
"ID_6974" 1 0 2
"ID_6975" 0 0 1
"ID_6976" 1 1 1
"ID_6977" 2 8 7
"ID_6978" 0 1 0
"ID_6979" 3 4 7
"ID_6980" 2 7 0
"ID_6981" 2 0 0
"ID_6982" 0 0 3
"ID_6983" 0 3 1
"ID_6984" 0 1 3
"ID_6985" 5 2 4
"ID_6986" 2 0 3
"ID_6987" 7 4 5
"ID_6988" 5 4 3
"ID_6989" 4 4 4
"ID_6990" 0 0 0
"ID_6991" 1 6 2
"ID_6992" 2 1 1
"ID_6993" 2 2 0
"ID_6994" 0 0 0
"ID_6995" 1 1 1
"ID_6996" 0 0 1
"ID_6997" 0 7 2
"ID_6998" 1 2 2
"ID_6999" 1 6 1
"ID_7000" 1 2 1
"ID_7001" 3 2 2
"ID_7002" 1 2 4
"ID_7003" 0 0 0
"ID_7004" 0 0 0
"ID_7005" 0 1 0
"ID_7006" 1 6 6
"ID_7007" 5 3 4
"ID_7008" 4 1 1
"ID_7009" 3 0 1
"ID_7010" 0 1 0
"ID_7011" 0 0 1
"ID_7012" 2 0 3
"ID_7013" 2 1 2
"ID_7014" 2 0 1
"ID_7015" 2 2 2
"ID_7016" 1 0 2
"ID_7017" 1 0 0
"ID_7018" 2 0 0
"ID_7019" 0 0 0
"ID_7020" 0 0 0
"ID_7021" 2 5 2
"ID_7022" 0 0 0
"ID_7023" 1 2 0
"ID_7024" 1 2 1
"ID_7025" 1 2 4
"ID_7026" 0 0 0
"ID_7027" 0 1 0
"ID_7028" 1 1 1
"ID_7029" 4 1 5
"ID_7030" 0 0 3
"ID_7031" 2 1 0
"ID_7032" 4 0 1
"ID_7033" 0 2 0
"ID_7034" 1 1 0
"ID_7035" 1 0 0
"ID_7036" 3 1 2
"ID_7037" 6 3 0
"ID_7038" 2 0 5
"ID_7039" 4 4 4
"ID_7040" 0 1 0
"ID_7041" 4 9 2
"ID_7042" 4 3 2
"ID_7043" 1 2 0
"ID_7044" 2 1 0
"ID_7045" 3 4 1
"ID_7046" 2 2 2
"ID_7047" 1 1 0
"ID_7048" 4 0 5
"ID_7049" 10 2 10
"ID_7050" 0 2 1
"ID_7051" 1 1 1
"ID_7052" 10 4 4
"ID_7053" 6 3 3
"ID_7054" 3 5 5
"ID_7055" 2 0 2
"ID_7056" 2 2 0
"ID_7057" 0 1 0
"ID_7058" 4 5 3
"ID_7059" 10 5 6
"ID_7060" 1 0 0
"ID_7061" 0 0 0
"ID_7062" 1 0 0
"ID_7063" 0 0 0
"ID_7064" 0 0 0
"ID_7065" 0 1 5
"ID_7066" 1 1 0
"ID_7067" 4 1 4
"ID_7068" 3 3 5
"ID_7069" 0 1 0
"ID_7070" 0 0 0
"ID_7071" 0 0 0
"ID_7072" 0 0 0
"ID_7073" 2 1 0
"ID_7074" 3 0 1
"ID_7075" 4 2 4
"ID_7076" 3 2 7
"ID_7077" 4 2 8
"ID_7078" 1 2 3
"ID_7079" 5 0 1
"ID_7080" 7 2 6
"ID_7081" 2 0 1
"ID_7082" 1 0 1
"ID_7083" 3 2 0
"ID_7084" 1 2 4
"ID_7085" 1 0 0
"ID_7086" 0 0 0
"ID_7087" 0 2 0
"ID_7088" 0 1 1
"ID_7089" 5 4 2
"ID_7090" 1 0 1
"ID_7091" 0 0 0
"ID_7092" 2 2 4
"ID_7093" 0 1 0
"ID_7094" 1 2 2
"ID_7095" 3 0 2
"ID_7096" 0 0 1
"ID_7097" 1 0 1
"ID_7098" 2 0 1
"ID_7099" 3 2 0
"ID_7100" 4 2 7
"ID_7101" 0 0 0
"ID_7102" 0 0 0
"ID_7103" 1 1 0
"ID_7104" 2 2 5
"ID_7105" 7 7 2
"ID_7106" 4 2 2
"ID_7107" 4 6 2
"ID_7108" 4 1 2
"ID_7109" 4 2 3
"ID_7110" 3 4 2
"ID_7111" 0 0 1
"ID_7112" 0 1 1
"ID_7113" 5 2 1
"ID_7114" 5 2 6
"ID_7115" 1 6 3
"ID_7116" 4 7 5
"ID_7117" 4 4 2
"ID_7118" 4 2 0
"ID_7119" 3 2 0
"ID_7120" 2 1 0
"ID_7121" 4 4 3
"ID_7122" 0 1 0
"ID_7123" 4 3 2
"ID_7124" 0 0 1
"ID_7125" 4 3 0
"ID_7126" 3 8 5
"ID_7127" 1 1 4
"ID_7128" 2 4 1
"ID_7129" 3 1 1
"ID_7130" 3 1 3
"ID_7131" 2 0 0
"ID_7132" 1 0 0
"ID_7133" 4 1 2
"ID_7134" 1 2 2
"ID_7135" 2 1 2
"ID_7136" 3 1 0
"ID_7137" 2 2 1
"ID_7138" 1 2 3
"ID_7139" 0 1 0
"ID_7140" 1 0 1
"ID_7141" 4 8 8
"ID_7142" 2 6 3
"ID_7143" 4 6 7
"ID_7144" 1 0 0
"ID_7145" 2 3 4
"ID_7146" 1 1 1
"ID_7147" 4 6 2
"ID_7148" 1 3 1
"ID_7149" 4 1 3
"ID_7150" 4 2 2
"ID_7151" 0 0 0
"ID_7152" 1 1 5
"ID_7153" 0 3 3
"ID_7154" 6 2 2
"ID_7155" 1 2 6
"ID_7156" 4 1 1
"ID_7157" 2 3 3
"ID_7158" 2 2 0
"ID_7159" 4 2 2
"ID_7160" 1 1 2
"ID_7161" 3 2 2
"ID_7162" 0 1 0
"ID_7163" 0 0 1
"ID_7164" 3 0 4
"ID_7165" 3 3 3
"ID_7166" 0 0 1
"ID_7167" 2 3 1
"ID_7168" 2 0 2
"ID_7169" 1 1 0
"ID_7170" 1 2 1
"ID_7171" 0 0 1
"ID_7172" 0 1 2
"ID_7173" 4 6 6
"ID_7174" 2 1 4
"ID_7175" 0 9 1
"ID_7176" 3 0 2
"ID_7177" 3 1 3
"ID_7178" 2 3 2
"ID_7179" 4 0 4
"ID_7180" 5 2 0
"ID_7181" 1 4 6
"ID_7182" 4 4 0
"ID_7183" 2 3 2
"ID_7184" 3 2 2
"ID_7185" 1 2 1
"ID_7186" 1 0 0
"ID_7187" 1 0 1
"ID_7188" 2 4 5
"ID_7189" 3 3 1
"ID_7190" 3 1 4
"ID_7191" 4 5 1
"ID_7192" 1 0 3
"ID_7193" 5 3 3
"ID_7194" 2 0 2
"ID_7195" 0 0 0
"ID_7196" 3 2 4
"ID_7197" 1 0 0
"ID_7198" 2 0 0
"ID_7199" 1 0 0
"ID_7200" 4 5 2
"ID_7201" 6 3 6
"ID_7202" 1 0 1
"ID_7203" 4 0 2
"ID_7204" 2 0 1
"ID_7205" 5 2 1
"ID_7206" 3 8 3
"ID_7207" 5 0 3
"ID_7208" 3 0 2
"ID_7209" 0 1 0
"ID_7210" 1 0 0
"ID_7211" 0 0 0
"ID_7212" 1 2 0
"ID_7213" 2 1 2
"ID_7214" 1 2 1
"ID_7215" 0 4 1
"ID_7216" 2 0 1
"ID_7217" 2 1 4
"ID_7218" 5 6 3
"ID_7219" 2 2 1
"ID_7220" 3 5 6
"ID_7221" 1 1 1
"ID_7222" 1 0 0
"ID_7223" 4 0 0
"ID_7224" 1 1 1
"ID_7225" 2 2 4
"ID_7226" 1 0 0
"ID_7227" 3 2 0
"ID_7228" 1 2 1
"ID_7229" 3 1 4
"ID_7230" 1 1 0
"ID_7231" 1 0 5
"ID_7232" 1 0 2
"ID_7233" 5 1 0
"ID_7234" 2 0 2
"ID_7235" 5 5 4
"ID_7236" 3 2 5
"ID_7237" 3 0 4
"ID_7238" 0 0 1
"ID_7239" 0 0 0
"ID_7240" 0 0 0
"ID_7241" 6 3 4
"ID_7242" 0 2 0
"ID_7243" 1 7 2
"ID_7244" 5 3 3
"ID_7245" 5 7 3
"ID_7246" 5 1 1
"ID_7247" 0 0 0
"ID_7248" 2 1 2
"ID_7249" 1 2 6
"ID_7250" 0 0 1
"ID_7251" 3 0 2
"ID_7252" 2 0 1
"ID_7253" 1 0 0
"ID_7254" 1 0 0
"ID_7255" 0 0 0
"ID_7256" 0 0 0
"ID_7257" 7 1 3
"ID_7258" 8 5 10
"ID_7259" 4 6 6
"ID_7260" 6 3 3
"ID_7261" 0 0 0
"ID_7262" 3 2 0
"ID_7263" 1 2 1
"ID_7264" 2 3 0
"ID_7265" 0 0 2
"ID_7266" 0 0 0
"ID_7267" 3 4 0
"ID_7268" 2 1 5
"ID_7269" 1 0 0
"ID_7270" 0 0 3
"ID_7271" 5 6 1
"ID_7272" 4 1 3
"ID_7273" 2 3 1
"ID_7274" 0 0 0
"ID_7275" 3 4 1
"ID_7276" 5 0 0
"ID_7277" 2 2 5
"ID_7278" 3 2 1
"ID_7279" 3 1 0
"ID_7280" 1 0 1
"ID_7281" 1 3 2
"ID_7282" 4 2 0
"ID_7283" 2 0 2
"ID_7284" 5 2 3
"ID_7285" 4 1 4
"ID_7286" 1 0 0
"ID_7287" 5 6 1
"ID_7288" 0 7 3
"ID_7289" 1 5 0
"ID_7290" 3 0 0
"ID_7291" 5 5 1
"ID_7292" 2 6 1
"ID_7293" 3 3 1
"ID_7294" 5 2 2
"ID_7295" 0 2 0
"ID_7296" 0 1 1
"ID_7297" 1 2 0
"ID_7298" 3 4 1
"ID_7299" 1 1 4
"ID_7300" 6 2 5
"ID_7301" 1 3 0
"ID_7302" 5 4 4
"ID_7303" 4 3 3
"ID_7304" 1 3 1
"ID_7305" 0 1 0
"ID_7306" 2 1 0
"ID_7307" 1 4 1
"ID_7308" 0 2 2
"ID_7309" 0 1 1
"ID_7310" 2 2 1
"ID_7311" 2 3 3
"ID_7312" 2 3 2
"ID_7313" 5 2 3
"ID_7314" 3 1 3
"ID_7315" 0 1 4
"ID_7316" 6 4 4
"ID_7317" 2 2 1
"ID_7318" 7 3 1
"ID_7319" 2 3 3
"ID_7320" 2 0 0
"ID_7321" 2 4 3
"ID_7322" 11 6 0
"ID_7323" 3 1 1
"ID_7324" 1 3 4
"ID_7325" 2 2 3
"ID_7326" 4 1 5
"ID_7327" 5 3 4
"ID_7328" 4 5 1
"ID_7329" 9 4 3
"ID_7330" 1 3 4
"ID_7331" 1 1 1
"ID_7332" 1 0 2
"ID_7333" 2 0 0
"ID_7334" 1 0 1
"ID_7335" 1 0 0
"ID_7336" 2 1 1
"ID_7337" 0 0 0
"ID_7338" 1 4 1
"ID_7339" 2 0 1
"ID_7340" 1 1 0
"ID_7341" 1 3 4
"ID_7342" 5 3 4
"ID_7343" 6 3 3
"ID_7344" 0 0 0
"ID_7345" 1 4 2
"ID_7346" 4 0 0
"ID_7347" 1 0 2
"ID_7348" 1 0 0
"ID_7349" 1 2 1
"ID_7350" 1 3 5
"ID_7351" 3 6 2
"ID_7352" 4 1 9
"ID_7353" 2 2 3
"ID_7354" 8 2 3
"ID_7355" 1 2 1
"ID_7356" 0 1 0
"ID_7357" 2 2 2
"ID_7358" 4 4 2
"ID_7359" 3 1 3
"ID_7360" 0 3 1
"ID_7361" 2 10 4
"ID_7362" 3 3 2
"ID_7363" 3 8 7
"ID_7364" 2 5 1
"ID_7365" 0 6 0
"ID_7366" 3 2 2
"ID_7367" 1 0 3
"ID_7368" 1 0 1
"ID_7369" 0 1 1
"ID_7370" 0 3 0
"ID_7371" 1 3 5
"ID_7372" 5 2 1
"ID_7373" 2 1 1
"ID_7374" 3 1 2
"ID_7375" 1 2 0
"ID_7376" 1 0 0
"ID_7377" 1 3 1
"ID_7378" 3 1 2
"ID_7379" 4 0 1
"ID_7380" 1 2 2
"ID_7381" 3 0 1
"ID_7382" 3 1 0
"ID_7383" 1 0 4
"ID_7384" 1 1 1
"ID_7385" 0 3 0
"ID_7386" 2 1 2
"ID_7387" 1 1 0
"ID_7388" 1 0 0
"ID_7389" 4 2 1
"ID_7390" 0 2 0
"ID_7391" 2 0 0
"ID_7392" 1 1 2
"ID_7393" 1 0 1
"ID_7394" 3 7 0
"ID_7395" 2 5 4
"ID_7396" 1 1 1
"ID_7397" 3 3 4
"ID_7398" 5 1 5
"ID_7399" 2 0 0
"ID_7400" 1 5 3
"ID_7401" 2 2 4
"ID_7402" 0 0 0
"ID_7403" 3 7 0
"ID_7404" 4 1 0
"ID_7405" 5 2 4
"ID_7406" 6 9 2
"ID_7407" 3 5 0
"ID_7408" 2 3 1
"ID_7409" 4 5 3
"ID_7410" 1 2 2
"ID_7411" 4 2 3
"ID_7412" 3 0 0
"ID_7413" 4 4 6
"ID_7414" 0 2 2
"ID_7415" 2 1 1
"ID_7416" 2 5 1
"ID_7417" 2 1 3
"ID_7418" 2 0 1
"ID_7419" 2 0 0
"ID_7420" 1 2 1
"ID_7421" 2 1 1
"ID_7422" 0 1 1
"ID_7423" 1 0 1
"ID_7424" 0 1 0
"ID_7425" 3 0 1
"ID_7426" 3 0 3
"ID_7427" 4 0 1
"ID_7428" 7 2 3
"ID_7429" 2 0 1
"ID_7430" 3 4 2
"ID_7431" 1 3 4
"ID_7432" 1 1 1
"ID_7433" 1 2 1
"ID_7434" 0 0 0
"ID_7435" 2 0 1
"ID_7436" 4 4 1
"ID_7437" 2 1 1
"ID_7438" 5 0 3
"ID_7439" 2 0 0
"ID_7440" 2 1 2
"ID_7441" 2 0 0
"ID_7442" 3 1 0
"ID_7443" 0 0 0
"ID_7444" 1 4 0
"ID_7445" 3 3 5
"ID_7446" 1 0 0
"ID_7447" 0 0 1
"ID_7448" 1 2 1
"ID_7449" 2 3 1
"ID_7450" 7 2 2
"ID_7451" 3 0 1
"ID_7452" 1 1 0
"ID_7453" 1 2 2
"ID_7454" 0 0 2
"ID_7455" 3 2 2
"ID_7456" 1 0 1
"ID_7457" 2 2 1
"ID_7458" 7 1 3
"ID_7459" 5 3 3
"ID_7460" 7 2 3
"ID_7461" 5 3 3
"ID_7462" 3 5 2
"ID_7463" 5 2 3
"ID_7464" 0 0 0
"ID_7465" 2 2 3
"ID_7466" 4 1 0
"ID_7467" 3 2 0
"ID_7468" 2 0 2
"ID_7469" 5 3 4
"ID_7470" 3 3 5
"ID_7471" 0 1 1
"ID_7472" 3 0 0
"ID_7473" 1 0 0
"ID_7474" 0 0 0
"ID_7475" 0 0 0
"ID_7476" 0 0 0
"ID_7477" 7 4 1
"ID_7478" 1 1 1
"ID_7479" 4 4 2
"ID_7480" 1 1 2
"ID_7481" 2 0 0
"ID_7482" 1 0 6
"ID_7483" 1 0 0
"ID_7484" 2 2 4
"ID_7485" 2 1 2
"ID_7486" 1 3 2
"ID_7487" 1 2 0
"ID_7488" 2 3 3
"ID_7489" 3 4 5
"ID_7490" 8 3 3
"ID_7491" 3 6 7
"ID_7492" 2 7 6
"ID_7493" 3 1 1
"ID_7494" 2 1 1
"ID_7495" 2 2 1
"ID_7496" 5 3 1
"ID_7497" 4 4 4
"ID_7498" 6 2 3
"ID_7499" 9 3 3
"ID_7500" 1 1 2
"ID_7501" 1 1 1
"ID_7502" 0 1 2
"ID_7503" 1 0 0
"ID_7504" 3 6 1
"ID_7505" 1 1 1
"ID_7506" 0 2 1
"ID_7507" 1 0 0
"ID_7508" 2 4 1
"ID_7509" 0 1 0
"ID_7510" 1 0 3
"ID_7511" 3 0 2
"ID_7512" 7 5 5
"ID_7513" 0 0 0
"ID_7514" 7 7 6
"ID_7515" 0 1 2
"ID_7516" 1 0 0
"ID_7517" 0 0 0
"ID_7518" 3 1 2
"ID_7519" 1 3 7
"ID_7520" 2 5 3
"ID_7521" 2 2 1
"ID_7522" 1 0 2
"ID_7523" 0 2 0
"ID_7524" 4 0 0
"ID_7525" 4 2 6
"ID_7526" 3 5 0
"ID_7527" 0 1 1
"ID_7528" 2 0 0
"ID_7529" 1 1 0
"ID_7530" 1 0 0
"ID_7531" 3 0 0
"ID_7532" 5 2 3
"ID_7533" 6 4 3
"ID_7534" 4 6 8
"ID_7535" 3 4 1
"ID_7536" 3 5 5
"ID_7537" 0 1 0
"ID_7538" 1 1 2
"ID_7539" 1 2 1
"ID_7540" 9 7 4
"ID_7541" 1 1 1
"ID_7542" 4 3 5
"ID_7543" 2 0 2
"ID_7544" 1 2 3
"ID_7545" 0 2 3
"ID_7546" 0 0 1
"ID_7547" 0 3 3
"ID_7548" 1 5 3
"ID_7549" 6 1 3
"ID_7550" 3 1 1
"ID_7551" 0 2 3
"ID_7552" 2 1 2
"ID_7553" 5 3 1
"ID_7554" 2 0 4
"ID_7555" 2 2 1
"ID_7556" 0 0 0
"ID_7557" 3 0 0
"ID_7558" 0 3 7
"ID_7559" 1 0 0
"ID_7560" 1 0 3
"ID_7561" 1 1 4
"ID_7562" 0 0 0
"ID_7563" 2 1 0
"ID_7564" 2 2 0
"ID_7565" 2 0 0
"ID_7566" 7 2 4
"ID_7567" 5 1 2
"ID_7568" 0 1 1
"ID_7569" 2 6 2
"ID_7570" 0 0 3
"ID_7571" 3 2 2
"ID_7572" 0 0 2
"ID_7573" 2 3 1
"ID_7574" 2 7 1
"ID_7575" 1 4 1
"ID_7576" 3 1 2
"ID_7577" 1 0 1
"ID_7578" 0 10 1
"ID_7579" 4 0 2
"ID_7580" 3 1 4
"ID_7581" 0 1 1
"ID_7582" 0 2 1
"ID_7583" 3 1 8
"ID_7584" 0 1 1
"ID_7585" 1 1 1
"ID_7586" 0 4 5
"ID_7587" 3 1 1
"ID_7588" 4 4 1
"ID_7589" 0 4 2
"ID_7590" 1 0 1
"ID_7591" 2 1 1
"ID_7592" 2 1 0
"ID_7593" 9 3 8
"ID_7594" 3 5 2
"ID_7595" 1 1 1
"ID_7596" 3 1 6
"ID_7597" 1 5 4
"ID_7598" 2 2 2
"ID_7599" 6 1 2
"ID_7600" 0 1 0
"ID_7601" 4 0 1
"ID_7602" 1 2 2
"ID_7603" 0 1 2
"ID_7604" 3 9 12
"ID_7605" 5 3 7
"ID_7606" 2 5 3
"ID_7607" 1 3 2
"ID_7608" 5 3 3
"ID_7609" 0 0 0
"ID_7610" 0 0 1
"ID_7611" 3 3 4
"ID_7612" 2 1 2
"ID_7613" 1 1 2
"ID_7614" 0 1 2
"ID_7615" 1 0 0
"ID_7616" 0 0 0
"ID_7617" 4 10 8
"ID_7618" 1 4 2
"ID_7619" 4 4 3
"ID_7620" 2 0 1
"ID_7621" 3 4 3
"ID_7622" 5 0 2
"ID_7623" 5 3 3
"ID_7624" 0 0 1
"ID_7625" 2 3 2
"ID_7626" 6 0 1
"ID_7627" 3 1 2
"ID_7628" 3 1 4
"ID_7629" 11 5 7
"ID_7630" 2 1 2
"ID_7631" 6 3 1
"ID_7632" 2 0 1
"ID_7633" 4 7 0
"ID_7634" 6 2 0
"ID_7635" 2 0 0
"ID_7636" 0 1 1
"ID_7637" 2 2 3
"ID_7638" 3 5 5
"ID_7639" 3 2 2
"ID_7640" 3 6 2
"ID_7641" 4 2 2
"ID_7642" 3 1 3
"ID_7643" 1 0 1
"ID_7644" 1 1 0
"ID_7645" 2 0 0
"ID_7646" 1 4 2
"ID_7647" 1 1 1
"ID_7648" 2 2 4
"ID_7649" 1 0 0
"ID_7650" 0 0 0
"ID_7651" 0 1 0
"ID_7652" 0 0 0
"ID_7653" 2 0 0
"ID_7654" 2 2 2
"ID_7655" 0 0 0
"ID_7656" 0 0 0
"ID_7657" 3 4 3
"ID_7658" 1 1 1
"ID_7659" 1 0 1
"ID_7660" 1 2 2
"ID_7661" 1 2 2
"ID_7662" 4 0 3
"ID_7663" 0 0 1
"ID_7664" 1 2 1
"ID_7665" 4 0 3
"ID_7666" 1 2 1
"ID_7667" 2 3 0
"ID_7668" 3 1 2
"ID_7669" 2 3 2
"ID_7670" 1 6 1
"ID_7671" 1 1 2
"ID_7672" 1 4 0
"ID_7673" 1 0 0
"ID_7674" 0 0 0
